# 64 Phase Filters
# Single Set of Coefficients

# Kernel ius: 
#  y = 1/sqrt(2*pi*s)*exp(-x^2/(2*s^2)) 
# with s = 0.34

# The original filename is:
# GS_Sharpness_070.txt

# Coefficients
   2, 124,   2,   0
   1, 125,   2,   0
   1, 125,   2,   0
   1, 124,   3,   0
   1, 124,   3,   0
   1, 124,   3,   0
   1, 123,   4,   0
   1, 123,   4,   0
   1, 122,   5,   0
   0, 122,   6,   0
   0, 121,   7,   0
   0, 121,   7,   0
   0, 120,   8,   0
   0, 119,   9,   0
   0, 117,  11,   0
   0, 116,  12,   0
   0, 115,  13,   0
   0, 113,  15,   0
   0, 111,  17,   0
   0, 109,  19,   0
   0, 107,  21,   0
   0, 104,  24,   0
   0, 102,  26,   0
   0,  99,  29,   0
   0,  96,  32,   0
   0,  92,  36,   0
   0,  89,  39,   0
   0,  85,  43,   0
   0,  81,  47,   0
   0,  77,  51,   0
   0,  73,  55,   0
   0,  68,  60,   0
   0,  64,  64,   0
   0,  60,  68,   0
   0,  55,  73,   0
   0,  51,  77,   0
   0,  47,  81,   0
   0,  43,  85,   0
   0,  39,  89,   0
   0,  36,  92,   0
   0,  32,  96,   0
   0,  29,  99,   0
   0,  26, 102,   0
   0,  24, 104,   0
   0,  21, 107,   0
   0,  19, 109,   0
   0,  17, 111,   0
   0,  15, 113,   0
   0,  13, 115,   0
   0,  12, 116,   0
   0,  11, 117,   0
   0,   9, 119,   0
   0,   8, 120,   0
   0,   7, 121,   0
   0,   7, 121,   0
   0,   6, 122,   0
   0,   5, 122,   1
   0,   4, 123,   1
   0,   4, 123,   1
   0,   3, 124,   1
   0,   3, 124,   1
   0,   3, 124,   1
   0,   2, 125,   1
   0,   2, 125,   1

